API#,Operator,Operator ID,WellType,WellName,WellNumber,Order/Permit,Approval Date,County,Sec,Twp,Rng,Q4,Q3,Q2,Q1,LAT,LONG,PSI,BBLS,GAS,MCF,ZONE
3511705920,SPESS OIL COMPANY INC,2057,2R,W M PURCELL,23-W,29526,1954-11-30T00:00:00Z,PAWNEE,34,21N,08E,NE,NW,NE,NE,36.26005376,-96.42952606,"NA","NA",NA,NA,BARTLESVILLE
3511705922,SPESS OIL COMPANY INC,2057,2R,W M PURCELL,28-W,29526,1954-11-30T00:00:00Z,PAWNEE,34,21N,08E,NA,NW,NW,NE,36.258568579,-96.433497015,"NA","NA",NA,NA,BARTLESVILLE
3511705923,SPESS OIL COMPANY INC,2057,2R,W M PURCELL,29-W,29526,1954-11-30T00:00:00Z,PAWNEE,34,21N,08E,NA,NE,NE,NE,36.252970909,-96.433714681,"NA","NA",NA,NA,"BARTLESVILLE, LAYTON"
3511706132,DOUBLE J OIL CO LLC,12292,2R,FRED DALLAS,2,35794,1957-10-31T00:00:00Z,PAWNEE,6,21N,06E,NA,NW,SW,NE,36.32883333,-96.70058333,"NA","NA",NA,NA,CLEVELAND
3511706300,SNEED DRILLING COMPANY,2595,2D,JONES,14,250420,1990-12-20T00:00:00Z,PAWNEE,35,21N,08E,NA,NW,SW,NW,36.255826,-96.42263,0,500,NA,NA,PRUE
3511718215,PARWEST LAND EXPLORATION INC,19773,2D,BAKER,3,178972,1980-11-05T00:00:00Z,PAWNEE,28,20N,06E,NA,NW,SW,NW,36.184445,-96.67652,300,45,NA,NA,TONKAWA
3511720025,SPESS OIL COMPANY INC,2057,2R,FINDLEY,13,37960,1958-10-02T00:00:00Z,PAWNEE,26,20N,09E,SE,SE,NW,SW,36.177087416,-96.318823256,"NA","NA",NA,NA,RED FORK
3511720064,CONTANGO RESOURCES INC,24432,2R,JULIA A  JONES,50,1407700056,2014-10-13T00:00:00Z,PAWNEE,20,21N,08E,E2,E2,E2,NW,36.28583333,-96.47305556,800,1500,NA,NA,CLEVELAND
3511720091,SPESS OIL COMPANY INC,2057,2D,MC NULTY,1,81976,1970-09-25T00:00:00Z,PAWNEE,24,21N,07E,N2,NE,SW,NW,36.28517506,-96.51066907,0,120,NA,NA,BARTLESVILLE
3511720099,CONTANGO RESOURCES INC,24432,2R,JA JONES,56,1400290055,2013-09-19T00:00:00Z,PAWNEE,20,21N,08E,NA,C,NE,NW,36.287649183,-96.47155698,800,2000,NA,NA,CLEVELAND
3511720102,GOMACO OPERATING COMPANY,20830,2R,MOUNT,1,377847,1993-11-10T00:00:00Z,PAWNEE,4,20N,06E,NA,C,NE,NW,36.245176,-96.67094,700,1700,NA,NA,CLEVELAND
3511720118,SPESS OIL COMPANY INC,2057,2R,VICKERS,6,44675,1961-03-01T00:00:00Z,PAWNEE,15,20N,06E,C,SE,SW,NE,36.211645,-96.64746,"NA","NA",NA,NA,BARTLESVILLE
3511720122,CONTANGO RESOURCES INC,24432,2R,D L MURPHY,20,1702030055,2016-11-03T00:00:00Z,PAWNEE,20,21N,08E,NA,NE,NW,NE,36.288583,-96.46522,850,4900,NA,NA,CLEVELAND
3511720123,CONTANGO RESOURCES INC,24432,2R,D L MURPHY,18,28979,1954-08-02T00:00:00Z,PAWNEE,20,21N,08E,NA,SE,SW,NE,36.28291667,-96.46502904,"NA","NA",NA,NA,BARTLESVILLE
3511720140,CIRCLE 9 RESOURCES LLC,23209,2R,SCHOOL LAND C,5,37955,1958-10-02T00:00:00Z,PAWNEE,16,20N,06E,C,S2,SE,SE,36.204387,-96.66199,"NA","NA",NA,NA,RED FORK
3511720174,JAMES RAYMOND L,17720,2D,KELLER,1,136357,1977-12-08T00:00:00Z,PAWNEE,8,20N,06E,NA,NE,SW,NE,36.227945,-96.68323,"NA","NA",NA,NA,BIG SALT
3511720202,PERKINS ENERGY COMPANY,1680,2D,LAUGHTER,2,189759,1981-05-07T00:00:00Z,PAWNEE,20,21N,05E,C,SE,NW,SW,36.279759,-96.79681,100,200,NA,NA,RED FORK
3511720276,OKLAHOMA CELLULOSE INC,21165,2R,MARLOW,4,178971,1980-11-05T00:00:00Z,PAWNEE,21,22N,07E,NA,SE,NE,SW,36.366688,-96.55933,500,450,NA,NA,BARTLESVILLE
3511720285,MARRS J A OIL COMPANY INC,19672,2D,RAMBO,1,95684,1973-01-30T00:00:00Z,PAWNEE,36,20N,08E,N2,NE,NE,SW,36.16636111,-96.40175,0,2500,NA,NA,ARBUCKLE
3511720292,AJB OIL LLC,24581,2D,HUDSON,4,1701640014,2016-09-29T00:00:00Z,PAWNEE,2,21N,05E,NA,NE,SE,NE,36.328254,-96.730291,500,2000,NA,NA,"CLEVELAND, RED FORK"
3511720306,SHORT OIL COMPANY,20780,2D,CLARK,2,245385,1983-09-21T00:00:00Z,PAWNEE,26,21N,08E,NA,NW,SE,SE,36.26322222,-96.40930556,300,300,NA,NA,BURGESS
3511720330,BSO INC,17221,2R,FRANK WHITE,12,384462,1994-06-30T00:00:00Z,PAWNEE,6,20N,08E,NA,SE,NW,SE,36.236966,-96.4865,500,500,NA,NA,SKINNER
3511720341,BSO INC,17221,2D,HAMILTON,15,242488,1983-07-26T00:00:00Z,PAWNEE,24,20N,08E,NE,SW,NW,NE,36.200581,-96.39931,300,500,NA,NA,ARBUCKLE
3511720399,ELITE RESOURCES INC,21822,2D,SCHOOL LAND,2,316735,1987-09-15T00:00:00Z,PAWNEE,13,21N,07E,NA,C,SE,SW,36.291371,-96.50666,300,300,NA,NA,BARTLESVILLE
3511720400,MID-CON ENERGY OPERATING LLC,23271,2D,CHAPMAN,1,120836,1976-04-21T00:00:00Z,PAWNEE,35,21N,07E,C,E2,SE,SE,36.247949709,-96.515078174,300,300,NA,NA,1ST WILCOX
3511720415,MICKALSON OPERATING COMPANY,16610,2R,S MARAMEC S-RF UNIT,W-3,114817,1975-08-14T00:00:00Z,PAWNEE,27,20N,06E,NA,SW,SE,SE,36.175388,-96.64522,"NA","NA",NA,NA,"RED FORK, SKINNER"
3511720429,CIRCLE K OIL & GAS INC,18460,2D,C.D. BROWN,4,322656,1988-03-02T00:00:00Z,PAWNEE,27,21N,08E,NA,NW,SE,SE,36.26333333,-96.42725,0,80,NA,NA,LAYTON
3511720441,BSO INC,17221,2D,HORINE,C-1,350964,1990-10-15T00:00:00Z,PAWNEE,31,21N,08E,NA,NE,NW,SW,36.25250991,-96.49277735,0,1200,NA,NA,ARBUCKLE
3511720447,MUSGROVE CASEY OIL CO INC.,21423,2R,BYERS,4-A,666090,2017-07-18T00:00:00Z,PAWNEE,1,20N,07E,C,NW,SE,NW,36.24168909,-96.51162751,0,500,NA,NA,ARBUCKLE
3511720469,CONTANGO RESOURCES INC,24432,2D,HUNDLEY,1,340170,1989-07-17T00:00:00Z,PAWNEE,19,21N,08E,SE,NW,NW,SW,36.280913,-96.49378,300,250,NA,NA,CLEVELAND
3511720499,JAMES RAYMOND L,17720,2D,STAFFORD,1,333253,1988-12-13T00:00:00Z,PAWNEE,8,20N,06E,NA,NE,NW,SE,36.2216,-96.68435,300,850,NA,NA,RED FORK
3511720505,CONTANGO RESOURCES INC,24432,2D,WALKER,1,394850,1995-08-22T00:00:00Z,PAWNEE,29,21N,08E,SW,NW,NW,NE,36.27360789,-96.46888623,250,1000,NA,NA,BARTLESVILLE
3511720506,ELITE RESOURCES INC,21822,2D,BURKDOLL-BONANZA,5-A,257324,1984-04-12T00:00:00Z,PAWNEE,21,21N,06E,NA,SW,SE,NE,36.283395,-96.66014,500,500,NA,NA,SKINNER
3511720510,CONTANGO RESOURCES INC,24432,2R,LOUISA M. JONES,50,1006430004,2010-06-23T00:00:00Z,PAWNEE,20,21N,08E,N2,NW,SE,SW,36.27772222,-96.47177778,625,1000,NA,NA,"BIG LIME, LAYTON, PRUE, SKINNER"
3511720512,CONTANGO RESOURCES LLC,24432,2R,MULLENDORE & BERRY,36,1202850092,2012-01-17T00:00:00Z,PAWNEE,20,21N,08E,NA,NE,NW,SW,36.2810906,-96.47498602,600,1500,NA,NA,BARTLESVILLE
3511720550,CONTANGO RESOURCES INC,24432,2R,J.B. BOOHER,36,556244,2008-07-03T00:00:00Z,PAWNEE,19,21N,08E,NA,C,SW,SE,36.276835,-96.48426,0,1500,NA,NA,"PINK LIME, BARTLESVILLE"
3511720563,BSO INC,17221,2D,BREWER,B25,432264,1999-05-14T00:00:00Z,PAWNEE,6,20N,08E,NW,SW,NE,NW,36.244216,-96.49321,500,600,NA,NA,SKINNER
3511720584,CONTANGO RESOURCES INC,24432,2R,MULLENDORE-BERRY,39,335767,1989-02-23T00:00:00Z,PAWNEE,20,21N,08E,SE,NE,NW,SW,36.280877,-96.47361,250,500,NA,NA,LAYTON
3511720585,CONTANGO RESOURCES INC,24432,2R,MULLENDORE-BERRY,38,335766,1989-02-23T00:00:00Z,PAWNEE,20,21N,08E,NE,NW,SW,SW,36.278158,-96.47585,250,500,NA,NA,LAYTON
3511720591,BSO INC,17221,2D,WALL UNIT (WARD),1-4,253832,1984-02-16T00:00:00Z,PAWNEE,4,20N,07E,SE,NE,NE,SE,36.238379,-96.553,400,500,NA,NA,CLEVELAND
3511720605,BSO INC,17221,2R,WIDENER,1-A,66155,1967-06-14T00:00:00Z,PAWNEE,9,20N,08E,SW,NW,NW,NE,36.252246,-96.4316,"NA","NA",NA,NA,"LAYTON, CLEVELAND, BARTLESVILLE"
3511720608,MID-CON ENERGY OPERATING LLC,23271,2R,SHAPARD,1-A,1305820017,2013-05-20T00:00:00Z,PAWNEE,21,21N,08E,C,E2,SW,SW,36.27675,-96.45737,0,300,NA,NA,CLEVELAND
3511720618,JAMES RAYMOND L,17720,2D,"KELLER, EMMA",SWD-1,163174,1980-01-23T00:00:00Z,PAWNEE,8,20N,06E,NA,NW,SE,SE,36.22044078,-96.68007992,100,250,NA,NA,PENNSYLVANIA
3511720621,KROTZER OIL COMPANY,15266,2D,GLASS/REED,1-C,1804420016,2018-01-29T00:00:00Z,PAWNEE,3,20N,08E,NA,SW,SW,NE,36.23959979,-96.43508,0,200,NA,NA,CLEVELAND
3511720640,CIRCLE 9 RESOURCES LLC,23209,2R,SCHOOL LAND,KB-6,37955,1958-10-02T00:00:00Z,PAWNEE,16,20N,06E,W2,E2,SW,NE,36.212545,-96.66646,"NA","NA",NA,NA,RED FORK
3511720644,BSO INC,17221,2D,W.J. LAUDERDALE,18,414602,1980-09-16T00:00:00Z,PAWNEE,1,20N,07E,NA,NW,SE,NE,36.24247222,-96.50236111,700,3000,NA,NA,BARTLESVILLE
3511720661,WAVE ENERGY LLC,23605,2D,SHENOLD,1,250419,1983-12-20T00:00:00Z,PAWNEE,8,20N,07E,C,SE,NE,NW,36.23072222,-96.58169444,400,500,NA,NA,MISSISSIPPI
3511720689,BSO INC,17221,2D,"LUNSFORD, R.",1-B,167407,1980-04-09T00:00:00Z,PAWNEE,1,20N,07E,NA,NA,NW,NE,36.24439366,-96.50495264,1000,800,NA,NA,MISENER
3511720691,MEADORS OPERATING CO,23003,2D,GRIPE,1,202751,1981-11-23T00:00:00Z,PAWNEE,7,20N,06E,C,SE,NE,SE,36.222495,-96.69664,750,2000,NA,NA,"RED FORK, MISS CHAT"
3511720692,BSO INC,17221,2R,STATE B,3,335722,1989-02-22T00:00:00Z,PAWNEE,36,21N,07E,NA,NW,SE,SE,36.248771,-96.49883,500,500,NA,NA,SKINNER
3511720731,PARADIGM TWENTY LLC,23176,2D,LYNCH,2,320885,1988-01-15T00:00:00Z,PAWNEE,31,23N,05E,NA,NA,NA,NE,36.431119,-96.80466,300,700,NA,NA,TONKAWA
3511720748,BSO INC,17221,2D,BEAVER,5,257324,1984-04-12T00:00:00Z,PAWNEE,12,20N,06E,C,NE,NW,NE,36.23146211,-96.61161325,500,500,NA,NA,SKINNER
3511720761,SUPERIOR OIL & GAS LLC,20891,2D,NEFF,1,1206040032,2012-05-16T00:00:00Z,PAWNEE,21,24N,05E,C,SE,SW,SW,36.537189,-96.77893,450,250,NA,NA,SKINNER
3511720766,BSO INC,17221,2R,NEJ,10-1,555926,2008-06-27T00:00:00Z,PAWNEE,15,20N,07E,C,SW,SW,SW,36.204377,-96.55133,300,500,NA,NA,SKINNER
3511720838,ME3 OILFIELD SERVICE LLC,23082,CDW,CARNES FEE,12A,296650,1986-04-22T00:00:00Z,PAWNEE,17,21N,08E,NA,SW,SW,SE,36.289942,-96.4669,800,3000,NA,NA,ARBUCKLE
3511720876,B & S RESOURCES LLC,24697,2D,MULLENDORE,23,236836,1983-04-15T00:00:00Z,PAWNEE,10,20N,08E,SE,NW,NE,NE,36.231459,-96.43061,400,250,NA,NA,LAYTON
3511720879,MID-CON ENERGY OPERATING LLC,23271,2R,FOGLE,A-1,1707070081,2017-07-31T00:00:00Z,PAWNEE,35,21N,07E,C,SE,NE,NE,36.257866,-96.51451,500,700,NA,NA,REDFORK
3511720948,S & S DISPOSAL SYSTEMS LLC,21850,CDW,DAWES-RAPER TOBY,1,216716,1982-05-24T00:00:00Z,PAWNEE,9,20N,07E,NW,SE,SE,SE,36.219344,-96.55412,400,2000,NA,NA,BARTLESVILLE
3511720950,ELITE RESOURCES INC,21822,2D,ROBINSON,2,385635,1994-08-23T00:00:00Z,PAWNEE,12,20N,06E,C,NE,NE,NW,36.231592,-96.61616,0,300,NA,NA,MISSISSIPPI CHAT
3511720973,TUCKER GARY & DEEDEE,20331,2D,SAVVY,7,220207,1982-07-08T00:00:00Z,PAWNEE,4,20N,07E,NA,NW,SE,NW,36.242457,-96.56475,175,1500,NA,NA,BARTLESVILLE
3511720983,SPESS OIL COMPANY INC,2057,2D,SCHOOL LAND,2,205493,1982-01-04T00:00:00Z,PAWNEE,13,21N,07E,C,SW,NE,NE,36.29407584,-96.508376825,300,500,NA,NA,BARTLESVILLE
3511720999,BSO INC,17221,2R,R.D.,3,336761,1989-03-15T00:00:00Z,PAWNEE,31,21N,08E,C,S2,S2,SW,36.24697222,-96.49083333,500,500,NA,NA,BARTLESVILLE
3511721028,BSO INC,17221,2R,NEJ,105,458268,2001-11-15T00:00:00Z,PAWNEE,15,20N,07E,NA,SE,NE,SW,36.208003,-96.54462,500,500,NA,NA,RED FORK
3511721087,WAVE ENERGY LLC,23605,2D,THOMAS,2,344419,1990-01-24T00:00:00Z,PAWNEE,4,20N,06E,NA,SE,NE,SE,36.237019,-96.66087,100,50,NA,NA,STRAY
3511721110,HLH REALTY INC,16252,2D,MILLER,3,528852,2006-08-24T00:00:00Z,PAWNEE,15,20N,07E,NA,SE,NW,NE,36.215255,-96.54015,250,750,NA,NA,SKINNER
3511721114,JAMES RAYMOND L,17720,2D,MICHAEL,6,321064,1988-01-20T00:00:00Z,PAWNEE,5,20N,06E,C,NE,SW,NW,36.241818,-96.692269,200,500,NA,NA,"RED FORK, MISS CHAT"
3511721120,BSO INC,17221,2D,BISCHOFF,3,556891,2008-07-18T00:00:00Z,PAWNEE,11,20N,07E,NA,SW,SE,NE,36.22612,-96.52003,500,500,NA,NA,BARTLESVILLE
3511721168,SHORT OIL COMPANY,20780,2D,WILSON,4,361123,1991-10-31T00:00:00Z,PAWNEE,15,20N,07E,NA,SE,NE,NW,36.215255,-96.54462,500,700,NA,NA,BARTLESVILLE
3511721248,CARNES PETROLEUM COMPANY,7719,2D,RIPLEY,2-2,296369,1986-04-17T00:00:00Z,PAWNEE,5,20N,07E,NA,NW,SW,NW,36.24169,-96.58806,750,500,NA,NA,MISSISSIPPI
3511721310,GOMACO OPERATING COMPANY,20830,2D,RYAN,4,1007980039,2010-10-15T00:00:00Z,PAWNEE,33,21N,06E,NA,NW,SW,SE,36.248952,-96.66462,300,700,NA,NA,CLEVELAND
3511721355,JAMES RAYMOND L,17720,2D,STONEWALL,11,376510,1993-09-15T00:00:00Z,PAWNEE,31,21N,06E,NA,NE,SE,SE,36.248963,-96.69375,600,1000,NA,NA,MISSISSIPPI
3511721390,TERZAN ENERGY II LLC,24140,2D,RAMBO SWD,1,1008250008,2010-07-28T00:00:00Z,PAWNEE,13,21N,04E,NA,SE,SE,NW,36.297812,-96.827755,1000,25000,NA,NA,"LAYTON, OSAGE"
3511721393,CARDINAL OIL LLC,22037,2D,AKERS,1-A,209070,1982-02-18T00:00:00Z,PAWNEE,14,22N,05E,NA,NW,NW,NE,36.390362,-96.73633,500,350,NA,NA,LAYTON
3511721502,BSO INC,17221,2D,STATE,3A,1006430172,2010-05-20T00:00:00Z,PAWNEE,33,20N,07E,NA,SE,SE,NE,36.16813,-96.55356,500,500,NA,NA,WILCOX
3511721550,HANOCO INC,7993,2D,BLANCHE,2,1804860073,2018-07-05T00:00:00Z,PAWNEE,34,20N,07E,NA,NW,NE,NW,36.173559,-96.54685,0,3000,NA,NA,"BARTLESVILLE, MISSISSIPPI"
3511721551,NOBLE RESOURCES INC,19319,2D,COOPER,1,263710,2002-12-04T00:00:00Z,PAWNEE,29,20N,09E,NA,NW,NW,SE,36.18057,-96.36354,500,500,NA,NA,RED FORK
3511721570,CARDINAL OIL LLC,22037,2D,CARRIGER,10,327912,1988-07-11T00:00:00Z,PAWNEE,32,21N,07E,NA,SE,NW,NE,36.257942,-96.57276,200,500,NA,NA,RED FORK
3511721581,CIMARRON RIVER OPERATING CO,19947,2D,MARY,B-5 SWD,235998,1983-03-31T00:00:00Z,PAWNEE,7,20N,06E,C,NW,NW,NW,36.231558,-96.7123,800,600,NA,NA,RED FORK
3511721616,HEAK OPERATING LLC,24382,2D,MITCHELL,4,399605,1996-02-22T00:00:00Z,PAWNEE,28,24N,05E,NA,SW,NE,NE,36.533564,-96.7677,350,300,NA,NA,LAYTON
3511721688,BSO INC,17221,2D,HEWITT,8,250417,1983-12-20T00:00:00Z,PAWNEE,7,20N,08E,S2,NE,SE,SW,36.220196,-96.49097,0,200,NA,NA,BARTLESVILLE
3511721721,BSO INC,17221,2D,RABBITT,2,300867,1986-07-23T00:00:00Z,PAWNEE,16,20N,07E,NA,SE,SW,SW,36.204387,-96.56698,300,200,NA,NA,PRUE
3511721733,PARADIGM TWENTY LLC,23176,2D,TODD,1,253277,1984-02-06T00:00:00Z,PAWNEE,32,23N,05E,NA,SW,SW,NW,36.42841,-96.79908,600,1500,NA,NA,TONKAWA
3511721904,SHORT OIL COMPANY,20780,2D,RYAN-OSBORN,4,378809,1993-12-21T00:00:00Z,PAWNEE,28,21N,06E,C,NE,SW,SW,36.26338553,-96.67141617,700,1000,NA,NA,SKINNER
3511721915,ELITE RESOURCES INC,21822,2D,KEETON,3,312582,1987-05-21T00:00:00Z,PAWNEE,17,21N,06E,C,NE,NW,NW,36.303342,-96.68927,300,1000,NA,NA,TONKAWA
3511721918,BSO INC,17221,2D,LITTLE,S,268989,1984-11-26T00:00:00Z,PAWNEE,1,20N,07E,SW,SW,SW,SE,36.23344444,-96.50669444,200,800,NA,NA,BARTLESVILLE
3511721936,OKLAHOMA CELLULOSE INC,21165,2R,TISDALE,2-A,559148,2008-09-08T00:00:00Z,PAWNEE,15,22N,07E,C,SW,NW,SE,36.381165,-96.53916,500,2000,NA,NA,HOMINY
3511722018,MEADORS OPERATING CO,23003,2D,KELSEY,1,302273,1986-08-29T00:00:00Z,PAWNEE,9,20N,08E,S2,SE,NE,SE,36.22227778,-96.44858333,200,200,NA,NA,CLEVELAND
3511722022,CONTANGO RESOURCES INC,24432,2R,JA JONES,55,1400290054,2013-09-18T00:00:00Z,PAWNEE,20,21N,08E,W2,SE,SE,NW,36.28302778,-96.46969444,800,2000,NA,NA,CLEVELAND
3511722027,SHORT OIL COMPANY,20780,2D,RYAN OSBORN,5,383918,1994-06-07T00:00:00Z,PAWNEE,28,21N,06E,NA,NW,SW,SW,36.263453,-96.67357,700,1000,NA,NA,SKINNER
3511722057,MID-CON ENERGY OPERATING LLC,23271,2R,WELDON,6,367243,1992-07-24T00:00:00Z,PAWNEE,26,21N,08E,NA,C,NW,SW,36.26580899,-96.42258346,50,150,NA,NA,LAYTON
3511722097,PARADIGM TWENTY LLC,23176,2D,BRIEN,4,498073,2004-11-24T00:00:00Z,PAWNEE,26,23N,04E,C,SW,SE,SW,36.4355,-96.848611,500,200,NA,NA,RED FORK
3511722201,SHORT OIL COMPANY,20780,2D,RYAN-OSBORNE,7,401643,1996-05-07T00:00:00Z,PAWNEE,28,21N,06E,NA,NE,NW,SW,36.267079,-96.67134,500,500,NA,NA,SKINNER
3511722223,RBT OPERATING LLC,24349,2D,SELF,3,340034,1989-07-11T00:00:00Z,PAWNEE,28,21N,08E,E2,SE,SE,SE,36.261351,-96.44281,70,50,NA,NA,TONKAWA
3511722270,CMO LLC,23659,2D,ERIC,4-10,391187,1995-04-04T00:00:00Z,PAWNEE,10,20N,07E,NA,SW,SE,NW,36.22547977,-96.54727974,200,350,NA,NA,BARTLESVILLE
3511722320,DOUBLE C OIL & GAS LLC,24057,2D,HUDGINS,1,395944,1995-10-02T00:00:00Z,PAWNEE,2,22N,03E,NA,NE,NE,SE,36.41189,-96.94469,500,500,NA,NA,RED FORK
3511722373,LAUREL OPERATING COMPANY,16146,2R,MAGGART,15-2,544017,2007-09-11T00:00:00Z,PAWNEE,15,21N,05E,NA,SE,SW,SW,36.290652,-96.76096,300,800,NA,NA,PRUE
3511722420,LAUREL OPERATING COMPANY,16146,2R,MAGGART,22-4,355700,1991-04-01T00:00:00Z,PAWNEE,22,21N,05E,NA,SW,SW,NW,36.283401,-96.7632,300,500,NA,NA,PRUE
3511722519,JAMES RAYMOND L,17720,2D,ROBERTS,4-29,566509,2009-03-27T00:00:00Z,PAWNEE,29,21N,06E,NA,NW,SE,SE,36.263461,-96.67807,0,300,NA,NA,SKINNER
3511722524,ELITE RESOURCES INC,21822,2D,FERGUSON,34-1D,1702110059,2016-10-11T00:00:00Z,PAWNEE,34,23N,04E,NA,SE,SE,NE,36.42830522,-96.85422632,500,4900,NA,NA,RED FORK
3511722558,ELITE RESOURCES INC,21822,2D,CARTMELL,15-1D,283303,1985-08-05T00:00:00Z,PAWNEE,15,22N,04E,NA,SE,NE,SE,36.38162717,-96.85420275,500,20000,NA,NA,ARBUCKLE
3511722662,PRAIRIE GAS COMPANY OF OKLAHOMA LLC,24073,CDW,LARIAT,4-2D,293987,1986-03-03T00:00:00Z,PAWNEE,4,20N,05E,C,N2,NW,NW,36.245986,-96.78272,1500,19000,NA,NA,ARBUCKLE
3511722711,RAMCO OIL COMPANY,11558,2D,CURT BROWN,3,287615,1985-10-28T00:00:00Z,PAWNEE,12,21N,06E,NA,SE,SW,SE,36.305113,-96.60861,300,800,NA,NA,BARTLESVILLE
3511722732,DOOLEY OIL,24460,2D,WILLIAMS,3,356456,1991-04-26T00:00:00Z,PAWNEE,24,20N,05E,C,NE,NW,NE,36.202538,-96.719,500,500,NA,NA,PRUE
3511722733,PRAIRIE GAS COMPANY OF OKLAHOMA LLC,24073,2D,WATERS,9-1D,657925,2016-11-15T00:00:00Z,PAWNEE,9,21N,05E,NA,C,N2,NE,36.31686255,-96.76881,1789,15000,NA,NA,WILCOX
3511722761,RUH OIL COMPANY,15984,2D,EXOKO-BRUNS SWD,1,289677,1985-12-06T00:00:00Z,PAWNEE,31,23N,05E,C,NW,SE,SW,36.42296,-96.81252,300,2000,NA,NA,TONKAWA
3511722863,GLENN SUPPLY COMPANY INC,844,2D,GATEWOOD,3-26,485351,2004-01-22T00:00:00Z,PAWNEE,26,22N,03E,NA,NE,NW,SE,36.35388,-96.94917,1000,500,NA,NA,TONKAWA
3511722902,LOKI OIL LLC,23908,2D,STRICKER,9D,2002080023,2019-10-31T00:00:00Z,PAWNEE,27,23N,04E,NA,C,SE,NW,36.443726,-96.864372,1500,9900,NA,NA,WILCOX
3511722948,CARTLEDGE & CARTLEDGE OIL COMPANY INC,11750,2D,N. KLINTWORTH,6,1706920015,2017-05-08T00:00:00Z,PAWNEE,27,20N,08E,C,NE,SW,SE,36.17647106,-96.43284,500,2000,NA,NA,"MISSISSIPPI, WILCOX"
3511723025,HIGHTOWER ENERGY LLC,22754,2R,STATE,1-16B,393974,1995-07-18T00:00:00Z,PAWNEE,16,21N,06E,NA,SW,SE,NE,36.297898000000004,-96.66014,1000,1500,NA,NA,SKINNER
3511723042,HIGHTOWER ENERGY LLC,22754,2R,STATE,5-16,363956,1992-03-12T00:00:00Z,PAWNEE,16,21N,06E,NA,NW,NW,SE,36.296085,-96.66462,300,1000,NA,NA,SKINNER
3511723084,BD OPERATING LLC,23758,2D,SKEEN,1-35,1101940140,2010-11-18T00:00:00Z,PAWNEE,35,20N,05E,C,W2,SE,SW,36.161731,-96.74359,300,800,NA,NA,RED FORK
3511723107,NOBLE RESOURCES INC,19319,2D,WELLS,2,328400,1988-07-21T00:00:00Z,PAWNEE,23,21N,05E,E2,W2,NE,SW,36.28062869,-96.73998016,250,200,NA,NA,LAYTON
3511723128,SPESS OIL COMPANY INC,2057,2R,MAYFIELD UNIT,10-3,371006,1993-01-06T00:00:00Z,PAWNEE,11,20N,08E,NW,NW,NW,SE,36.22354522,-96.41920372,500,100,NA,NA,RED FORK
3511723185,MID-CON ENERGY OPERATING LLC,23271,2D,MULLENDORE,2,352098,1990-11-28T00:00:00Z,PAWNEE,35,21N,08E,NA,C,SE,SW,36.24772415,-96.41815137,500,1000,NA,NA,ARBUCKLE LIME
3511723206,ELITE RESOURCES INC,21822,2D,LAIRD,3-35,367836,1992-08-25T00:00:00Z,PAWNEE,35,23N,03E,C,N2,N2,SW,36.426392,-96.95703,900,2000,NA,NA,TONKAWA
3511723216,BSO INC,17221,2R,W.T. HEWITT,3,567838,2009-05-21T00:00:00Z,PAWNEE,7,20N,08E,C,SW,NW,SW,36.222462,-96.49768,500,500,NA,NA,PRUE
3511723223,BSO INC,17221,2D,WIDENER,10-A,465057,2002-06-27T00:00:00Z,PAWNEE,34,21N,08E,NE,NW,SE,SE,36.249073,-96.42657,300,500,NA,NA,ARBUCKLE
3511723268,SPESS OIL COMPANY INC,2057,2R,HILL,4,2009150072,2020-07-29T00:00:00Z,PAWNEE,23,20N,8E,C,SW,NW,SW,36.193359,-96.42614,0,500,NA,NA,RED FORK
3511723286,MICKALSON OPERATING COMPANY,16610,2R,DOLL,1A,515070,2005-11-18T00:00:00Z,PAWNEE,35,20N,06E,C,SW,SW,SW,36.160888,-96.64075,500,500,NA,NA,SKINNER
3511723292,ARUBA PETROLEUM INC,24083,2R,GLENCOE,1,570759,2009-10-08T00:00:00Z,PAWNEE,31,21N,04E,C,NW,SE,NE,36.256053,-96.91108,500,1000,NA,NA,CLEVELAND
3511723298,SPESS OIL COMPANY INC,2057,2R,J S SEWELL,14,524815,2006-05-12T00:00:00Z,PAWNEE,35,21N,08E,C,SW,SE,NE,36.254014,-96.4092,0,300,NA,NA,BARTLESVILLE
3511723301,CONTANGO RESOURCES INC,24432,2R,D L MURPHY,23,1006430002,2010-09-21T00:00:00Z,PAWNEE,20,21N,08E,S2,N2,NW,NE,36.28822222,-96.46641667,610,1000,NA,NA,"CLEVELAND, LAYTON"
3511723312,S & C RESOURCES INC,20764,2D,STATE,2,364903,1992-05-28T00:00:00Z,PAWNEE,33,20N,09E,NA,NW,SE,NW,36.17023732,-96.35144527,300,200,NA,NA,LAYTON
3511723313,SUPERIOR OIL & GAS LLC,20891,2D,RAYMOND,1,543880,2007-09-06T00:00:00Z,PAWNEE,33,24N,05E,SE,SW,NW,NW,36.5202,-96.77976,1000,2000,NA,NA,LAYTON
3511723316,ARUBA PETROLEUM INC,21860,2R,GLENCOE,6-31,1001270033,2009-09-21T00:00:00Z,PAWNEE,31,21N,04E,C,SE,NW,NW,36.25821438,-96.92123628,800,2500,NA,NA,CLEVELAND
